device,type,c,a,t,_t_sort,a_cmd,a_i,a_s,c_a,c_i,c_s,d,d_p,d_s,d_t,id,m_i,s_post,s_pre,sid,val
E1,interaction,93,E2_dim_alert_E1,2026-01-15 10:05:19,,,E2_dim_alert_E1,,,93,,,E1,E2,E1,,motion detected,,,,
E1,actuator,93,dim,2026-01-15 10:05:21,,dim,,,93,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,94,plate_captured,2026-01-15 12:00:04,,,,plate_captured,,,94,E1,,,,,,,,E1_camera,BBB220
E1,actuator,94,turn_on,2026-01-15 12:00:08,,turn_on,,,94,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,94,E1_turn_on_alert_E2,2026-01-15 12:00:09,,,E1_turn_on_alert_E2,,,94,,,E1,E1,E2,,motion detected,,,,
E1,interaction,94,E1_turn_on_alert_W1,2026-01-15 12:00:10,,,E1_turn_on_alert_W1,,,94,,,E1,E1,W1,,motion detected,,,,
E1,interaction,95,E2_dim_alert_E1,2026-01-15 12:05:17,,,E2_dim_alert_E1,,,95,,,E1,E2,E1,,motion detected,,,,
E1,actuator,95,dim,2026-01-15 12:05:20,,dim,,,95,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,96,motion_detected,2026-01-15 14:00:00,,,,motion_detected,,,96,E1,,,,,,,,E1_motion,1
E1,sensor,96,plate_captured,2026-01-15 14:00:03,,,,plate_captured,,,96,E1,,,,,,,,E1_camera,BBB221
E1,actuator,96,turn_on,2026-01-15 14:00:07,,turn_on,,,96,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,96,E1_turn_on_alert_E2,2026-01-15 14:00:09,,,E1_turn_on_alert_E2,,,96,,,E1,E1,E2,,motion detected,,,,
E1,interaction,96,E1_turn_on_alert_W1,2026-01-15 14:00:13,,,E1_turn_on_alert_W1,,,96,,,E1,E1,W1,,motion detected,,,,
E1,interaction,97,E2_dim_alert_E1,2026-01-15 14:05:17,,,E2_dim_alert_E1,,,97,,,E1,E2,E1,,motion detected,,,,
E1,sensor,98,motion_detected,2026-01-15 16:00:00,,,,motion_detected,,,98,E1,,,,,,,,E1_motion,1
E1,sensor,98,plate_captured,2026-01-15 16:00:01,,,,plate_captured,,,98,E1,,,,,,,,E1_camera,BBB222
E1,interaction,99,E1_turn_on_alert_E2,2026-01-15 16:00:06,,,E1_turn_on_alert_E2,,,99,,,E1,E1,E2,,motion detected,,,,
E1,interaction,99,E1_turn_on_alert_W1,2026-01-15 16:00:10,,,E1_turn_on_alert_W1,,,99,,,E1,E1,W1,,motion detected,,,,
E1,interaction,100,E2_dim_alert_E1,2026-01-15 16:05:11,,,E2_dim_alert_E1,,,100,,,E1,E2,E1,,motion detected,,,,
E1,actuator,100,dim,2026-01-15 16:05:12,,dim,,,100,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,101,motion_detected,2026-01-15 18:00:00,,,,motion_detected,,,101,E1,,,,,,,,E1_motion,1
E1,sensor,101,plate_captured,2026-01-15 18:00:03,,,,plate_captured,,,101,E1,,,,,,,,E1_camera,BBB223
E1,actuator,101,turn_on,2026-01-15 18:00:05,,turn_on,,,101,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,101,E1_turn_on_alert_E2,2026-01-15 18:00:06,,,E1_turn_on_alert_E2,,,101,,,E1,E1,E2,,motion detected,,,,
E1,interaction,101,E1_turn_on_alert_W1,2026-01-15 18:00:10,,,E1_turn_on_alert_W1,,,101,,,E1,E1,W1,,motion detected,,,,
E1,interaction,102,E2_dim_alert_E1,2026-01-15 18:05:15,,,E2_dim_alert_E1,,,102,,,E1,E2,E1,,motion detected,,,,
E1,actuator,102,dim,2026-01-15 18:05:16,,dim,,,102,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,103,motion_detected,2026-01-15 20:00:00,,,,motion_detected,,,103,E1,,,,,,,,E1_motion,1
E1,sensor,103,plate_captured,2026-01-15 20:00:01,,,,plate_captured,,,103,E1,,,,,,,,E1_camera,BBB224
E1,actuator,103,turn_on,2026-01-15 20:00:02,,turn_on,,,103,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,103,E1_turn_on_alert_W1,2026-01-15 20:00:05,,,E1_turn_on_alert_W1,,,103,,,E1,E1,W1,,motion detected,,,,
E1,interaction,104,E2_dim_alert_E1,2026-01-15 20:05:16,,,E2_dim_alert_E1,,,104,,,E1,E2,E1,,motion detected,,,,
E1,actuator,104,dim,2026-01-15 20:05:17,,dim,,,104,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,105,motion_detected,2026-01-15 22:00:00,,,,motion_detected,,,105,E1,,,,,,,,E1_motion,1
E1,actuator,106,turn_on,2026-01-15 22:00:08,,turn_on,,,106,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,106,E1_turn_on_alert_E2,2026-01-15 22:00:12,,,E1_turn_on_alert_E2,,,106,,,E1,E1,E2,,motion detected,,,,
E1,interaction,106,E1_turn_on_alert_W1,2026-01-15 22:00:15,,,E1_turn_on_alert_W1,,,106,,,E1,E1,W1,,motion detected,,,,
E1,interaction,107,E2_dim_alert_E1,2026-01-15 22:05:19,,,E2_dim_alert_E1,,,107,,,E1,E2,E1,,motion detected,,,,
E1,actuator,107,dim,2026-01-15 22:05:20,,dim,,,107,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,108,motion_detected,2026-01-16 00:00:00,,,,motion_detected,,,108,E1,,,,,,,,E1_motion,1
E1,sensor,108,plate_captured,2026-01-16 00:00:04,,,,plate_captured,,,108,E1,,,,,,,,E1_camera,BBB226
E1,actuator,108,turn_on,2026-01-16 00:00:08,,turn_on,,,108,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,108,E1_turn_on_alert_E2,2026-01-16 00:00:11,,,E1_turn_on_alert_E2,,,108,,,E1,E1,E2,,motion detected,,,,
E1,interaction,108,E1_turn_on_alert_W1,2026-01-16 00:00:13,,,E1_turn_on_alert_W1,,,108,,,E1,E1,W1,,motion detected,,,,
E1,interaction,109,E2_dim_alert_E1,2026-01-16 00:05:10,,,E2_dim_alert_E1,,,109,,,E1,E2,E1,,motion detected,,,,
E1,actuator,109,dim,2026-01-16 00:05:12,,dim,,,109,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,110,motion_detected,2026-01-16 02:00:00,,,,motion_detected,,,110,E1,,,,,,,,E1_motion,1
E1,sensor,110,plate_captured,2026-01-16 02:00:02,,,,plate_captured,,,110,E1,,,,,,,,E1_camera,BBB227
E1,actuator,110,turn_on,2026-01-16 02:00:06,,turn_on,,,110,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,110,E1_turn_on_alert_E2,2026-01-16 02:00:08,,,E1_turn_on_alert_E2,,,110,,,E1,E1,E2,,motion detected,,,,
E1,interaction,110,E1_turn_on_alert_W1,2026-01-16 02:00:09,,,E1_turn_on_alert_W1,,,110,,,E1,E1,W1,,motion detected,,,,
E1,interaction,111,E2_dim_alert_E1,2026-01-16 02:05:20,,,E2_dim_alert_E1,,,111,,,E1,E2,E1,,motion detected,,,,
E1,actuator,111,dim,2026-01-16 02:05:21,,dim,,,111,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,112,motion_detected,2026-01-16 04:00:00,,,,motion_detected,,,112,E1,,,,,,,,E1_motion,1
E1,sensor,112,plate_captured,2026-01-16 04:00:03,,,,plate_captured,,,112,E1,,,,,,,,E1_camera,BBB228
E1,actuator,112,turn_on,2026-01-16 04:00:06,,turn_on,,,112,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,112,E1_turn_on_alert_E2,2026-01-16 04:00:09,,,E1_turn_on_alert_E2,,,112,,,E1,E1,E2,,motion detected,,,,
E1,interaction,112,E1_turn_on_alert_W1,2026-01-16 04:00:11,,,E1_turn_on_alert_W1,,,112,,,E1,E1,W1,,motion detected,,,,
E1,interaction,113,E2_dim_alert_E1,2026-01-16 04:05:11,,,E2_dim_alert_E1,,,113,,,E1,E2,E1,,motion detected,,,,
E1,actuator,113,dim,2026-01-16 04:05:14,,dim,,,113,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,114,motion_detected,2026-01-16 06:00:00,,,,motion_detected,,,114,E1,,,,,,,,E1_motion,1
E1,sensor,114,plate_captured,2026-01-16 06:00:01,,,,plate_captured,,,114,E1,,,,,,,,E1_camera,BBB229
E1,actuator,114,turn_on,2026-01-16 06:00:03,,turn_on,,,114,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,114,E1_turn_on_alert_E2,2026-01-16 06:00:07,,,E1_turn_on_alert_E2,,,114,,,E1,E1,E2,,motion detected,,,,
E1,interaction,115,E2_dim_alert_E1,2026-01-16 06:05:15,,,E2_dim_alert_E1,,,115,,,E1,E2,E1,,motion detected,,,,
E1,actuator,115,dim,2026-01-16 06:05:16,,dim,,,115,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,116,motion_detected,2026-01-16 08:00:00,,,,motion_detected,,,116,E1,,,,,,,,E1_motion,1
E1,sensor,116,plate_captured,2026-01-16 08:00:03,,,,plate_captured,,,116,E1,,,,,,,,E1_camera,BBB230
E1,actuator,116,turn_on,2026-01-16 08:00:07,,turn_on,,,116,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,116,E1_turn_on_alert_E2,2026-01-16 08:00:08,,,E1_turn_on_alert_E2,,,116,,,E1,E1,E2,,motion detected,,,,
E1,interaction,116,E1_turn_on_alert_W1,2026-01-16 08:00:10,,,E1_turn_on_alert_W1,,,116,,,E1,E1,W1,,motion detected,,,,
E1,interaction,117,E2_dim_alert_E1,2026-01-16 08:05:15,,,E2_dim_alert_E1,,,117,,,E1,E2,E1,,motion detected,,,,
E1,actuator,117,dim,2026-01-16 08:05:16,,dim,,,117,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,118,motion_detected,2026-01-16 10:00:00,,,,motion_detected,,,118,E1,,,,,,,,E1_motion,1
E1,sensor,118,plate_captured,2026-01-16 10:00:03,,,,plate_captured,,,118,E1,,,,,,,,E1_camera,BBB231
E1,actuator,118,turn_on,2026-01-16 10:00:07,,turn_on,,,118,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,118,E1_turn_on_alert_E2,2026-01-16 10:00:09,,,E1_turn_on_alert_E2,,,118,,,E1,E1,E2,,motion detected,,,,
E1,interaction,118,E1_turn_on_alert_W1,2026-01-16 10:00:11,,,E1_turn_on_alert_W1,,,118,,,E1,E1,W1,,motion detected,,,,
E1,actuator,119,dim,2026-01-16 10:05:21,,dim,,,119,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,120,motion_detected,2026-01-16 12:00:00,,,,motion_detected,,,120,E1,,,,,,,,E1_motion,1
E1,sensor,120,plate_captured,2026-01-16 12:00:02,,,,plate_captured,,,120,E1,,,,,,,,E1_camera,BBB232
E1,actuator,120,turn_on,2026-01-16 12:00:04,,turn_on,,,120,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,120,E1_turn_on_alert_E2,2026-01-16 12:00:05,,,E1_turn_on_alert_E2,,,120,,,E1,E1,E2,,motion detected,,,,
E1,interaction,120,E1_turn_on_alert_W1,2026-01-16 12:00:08,,,E1_turn_on_alert_W1,,,120,,,E1,E1,W1,,motion detected,,,,
E1,interaction,121,E2_dim_alert_E1,2026-01-16 12:05:08,,,E2_dim_alert_E1,,,121,,,E1,E2,E1,,motion detected,,,,
E1,actuator,121,dim,2026-01-16 12:05:12,,dim,,,121,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,122,motion_detected,2026-01-16 14:00:00,,,,motion_detected,,,122,E1,,,,,,,,E1_motion,1
E1,sensor,122,plate_captured,2026-01-16 14:00:04,,,,plate_captured,,,122,E1,,,,,,,,E1_camera,BBB233
E1,actuator,122,turn_on,2026-01-16 14:00:06,,turn_on,,,122,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,122,E1_turn_on_alert_E2,2026-01-16 14:00:07,,,E1_turn_on_alert_E2,,,122,,,E1,E1,E2,,motion detected,,,,
E1,interaction,122,E1_turn_on_alert_W1,2026-01-16 14:00:09,,,E1_turn_on_alert_W1,,,122,,,E1,E1,W1,,motion detected,,,,
E1,interaction,123,E2_dim_alert_E1,2026-01-16 14:05:18,,,E2_dim_alert_E1,,,123,,,E1,E2,E1,,motion detected,,,,
E1,actuator,123,dim,2026-01-16 14:05:20,,dim,,,123,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,124,motion_detected,2026-01-16 16:00:00,,,,motion_detected,,,124,E1,,,,,,,,E1_motion,1
E1,sensor,124,plate_captured,2026-01-16 16:00:03,,,,plate_captured,,,124,E1,,,,,,,,E1_camera,BBB234
E1,actuator,124,turn_on,2026-01-16 16:00:07,,turn_on,,,124,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,124,E1_turn_on_alert_E2,2026-01-16 16:00:09,,,E1_turn_on_alert_E2,,,124,,,E1,E1,E2,,motion detected,,,,
E1,interaction,124,E1_turn_on_alert_W1,2026-01-16 16:00:13,,,E1_turn_on_alert_W1,,,124,,,E1,E1,W1,,motion detected,,,,
E1,interaction,125,E2_dim_alert_E1,2026-01-16 16:05:11,,,E2_dim_alert_E1,,,125,,,E1,E2,E1,,motion detected,,,,
E1,actuator,125,dim,2026-01-16 16:05:14,,dim,,,125,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,126,motion_detected,2026-01-16 18:00:00,,,,motion_detected,,,126,E1,,,,,,,,E1_motion,1
E1,sensor,126,plate_captured,2026-01-16 18:00:01,,,,plate_captured,,,126,E1,,,,,,,,E1_camera,BBB235
E1,actuator,126,turn_on,2026-01-16 18:00:03,,turn_on,,,126,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,127,E1_turn_on_alert_W1,2026-01-16 18:00:09,,,E1_turn_on_alert_W1,,,127,,,E1,E1,W1,,motion detected,,,,
E1,interaction,128,E2_dim_alert_E1,2026-01-16 18:05:14,,,E2_dim_alert_E1,,,128,,,E1,E2,E1,,motion detected,,,,
E1,sensor,129,plate_captured,2026-01-16 20:00:02,,,,plate_captured,,,129,E1,,,,,,,,E1_camera,BBB236
E1,actuator,129,turn_on,2026-01-16 20:00:04,,turn_on,,,129,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,129,E1_turn_on_alert_E2,2026-01-16 20:00:07,,,E1_turn_on_alert_E2,,,129,,,E1,E1,E2,,motion detected,,,,
E1,interaction,129,E1_turn_on_alert_W1,2026-01-16 20:00:08,,,E1_turn_on_alert_W1,,,129,,,E1,E1,W1,,motion detected,,,,
E1,interaction,130,E2_dim_alert_E1,2026-01-16 20:05:15,,,E2_dim_alert_E1,,,130,,,E1,E2,E1,,motion detected,,,,
E1,actuator,130,dim,2026-01-16 20:05:16,,dim,,,130,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,131,motion_detected,2026-01-16 22:00:00,,,,motion_detected,,,131,E1,,,,,,,,E1_motion,1
E1,sensor,131,plate_captured,2026-01-16 22:00:04,,,,plate_captured,,,131,E1,,,,,,,,E1_camera,BBB237
E1,actuator,131,turn_on,2026-01-16 22:00:06,,turn_on,,,131,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,131,E1_turn_on_alert_E2,2026-01-16 22:00:07,,,E1_turn_on_alert_E2,,,131,,,E1,E1,E2,,motion detected,,,,
E1,interaction,131,E1_turn_on_alert_W1,2026-01-16 22:00:08,,,E1_turn_on_alert_W1,,,131,,,E1,E1,W1,,motion detected,,,,
E1,interaction,132,E2_dim_alert_E1,2026-01-16 22:05:22,,,E2_dim_alert_E1,,,132,,,E1,E2,E1,,motion detected,,,,
E1,actuator,132,dim,2026-01-16 22:05:25,,dim,,,132,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,133,plate_captured,2026-01-17 00:00:03,,,,plate_captured,,,133,E1,,,,,,,,E1_camera,BBB238
E1,actuator,133,turn_on,2026-01-17 00:00:05,,turn_on,,,133,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,133,E1_turn_on_alert_E2,2026-01-17 00:00:09,,,E1_turn_on_alert_E2,,,133,,,E1,E1,E2,,motion detected,,,,
E1,interaction,133,E1_turn_on_alert_W1,2026-01-17 00:00:10,,,E1_turn_on_alert_W1,,,133,,,E1,E1,W1,,motion detected,,,,
E1,interaction,134,E2_dim_alert_E1,2026-01-17 00:05:10,,,E2_dim_alert_E1,,,134,,,E1,E2,E1,,motion detected,,,,
E1,actuator,134,dim,2026-01-17 00:05:14,,dim,,,134,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,135,motion_detected,2026-01-17 02:00:00,,,,motion_detected,,,135,E1,,,,,,,,E1_motion,1
E1,sensor,135,plate_captured,2026-01-17 02:00:02,,,,plate_captured,,,135,E1,,,,,,,,E1_camera,BBB239
E1,actuator,135,turn_on,2026-01-17 02:00:03,,turn_on,,,135,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,135,E1_turn_on_alert_E2,2026-01-17 02:00:07,,,E1_turn_on_alert_E2,,,135,,,E1,E1,E2,,motion detected,,,,
E1,interaction,135,E1_turn_on_alert_W1,2026-01-17 02:00:09,,,E1_turn_on_alert_W1,,,135,,,E1,E1,W1,,motion detected,,,,
E1,interaction,136,E2_dim_alert_E1,2026-01-17 02:05:17,,,E2_dim_alert_E1,,,136,,,E1,E2,E1,,motion detected,,,,
E1,actuator,136,dim,2026-01-17 02:05:19,,dim,,,136,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,137,plate_captured,2026-01-17 04:00:04,,,,plate_captured,,,137,E1,,,,,,,,E1_camera,BBB240
E1,actuator,137,turn_on,2026-01-17 04:00:06,,turn_on,,,137,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,137,E1_turn_on_alert_E2,2026-01-17 04:00:08,,,E1_turn_on_alert_E2,,,137,,,E1,E1,E2,,motion detected,,,,
E1,interaction,137,E1_turn_on_alert_W1,2026-01-17 04:00:09,,,E1_turn_on_alert_W1,,,137,,,E1,E1,W1,,motion detected,,,,
E1,interaction,138,E2_dim_alert_E1,2026-01-17 04:05:16,,,E2_dim_alert_E1,,,138,,,E1,E2,E1,,motion detected,,,,
E1,sensor,139,motion_detected,2026-01-17 06:00:00,,,,motion_detected,,,139,E1,,,,,,,,E1_motion,1
E1,actuator,140,turn_on,2026-01-17 06:00:07,,turn_on,,,140,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,140,E1_turn_on_alert_E2,2026-01-17 06:00:10,,,E1_turn_on_alert_E2,,,140,,,E1,E1,E2,,motion detected,,,,
E1,interaction,140,E1_turn_on_alert_W1,2026-01-17 06:00:11,,,E1_turn_on_alert_W1,,,140,,,E1,E1,W1,,motion detected,,,,
E1,interaction,141,E2_dim_alert_E1,2026-01-17 06:05:24,,,E2_dim_alert_E1,,,141,,,E1,E2,E1,,motion detected,,,,
E1,actuator,141,dim,2026-01-17 06:05:28,,dim,,,141,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,142,motion_detected,2026-01-17 08:00:00,,,,motion_detected,,,142,E1,,,,,,,,E1_motion,1
E1,sensor,142,plate_captured,2026-01-17 08:00:04,,,,plate_captured,,,142,E1,,,,,,,,E1_camera,BBB242
E1,actuator,142,turn_on,2026-01-17 08:00:06,,turn_on,,,142,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,142,E1_turn_on_alert_E2,2026-01-17 08:00:07,,,E1_turn_on_alert_E2,,,142,,,E1,E1,E2,,motion detected,,,,
E1,interaction,142,E1_turn_on_alert_W1,2026-01-17 08:00:11,,,E1_turn_on_alert_W1,,,142,,,E1,E1,W1,,motion detected,,,,
E1,interaction,143,E2_dim_alert_E1,2026-01-17 08:05:13,,,E2_dim_alert_E1,,,143,,,E1,E2,E1,,motion detected,,,,
E1,actuator,143,dim,2026-01-17 08:05:16,,dim,,,143,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,144,motion_detected,2026-01-17 10:00:00,,,,motion_detected,,,144,E1,,,,,,,,E1_motion,1
E1,sensor,144,plate_captured,2026-01-17 10:00:04,,,,plate_captured,,,144,E1,,,,,,,,E1_camera,BBB243
E1,actuator,144,turn_on,2026-01-17 10:00:06,,turn_on,,,144,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,144,E1_turn_on_alert_E2,2026-01-17 10:00:10,,,E1_turn_on_alert_E2,,,144,,,E1,E1,E2,,motion detected,,,,
E1,interaction,144,E1_turn_on_alert_W1,2026-01-17 10:00:12,,,E1_turn_on_alert_W1,,,144,,,E1,E1,W1,,motion detected,,,,
E1,interaction,145,E2_dim_alert_E1,2026-01-17 10:05:20,,,E2_dim_alert_E1,,,145,,,E1,E2,E1,,motion detected,,,,
E1,actuator,145,dim,2026-01-17 10:05:23,,dim,,,145,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,146,motion_detected,2026-01-17 12:00:00,,,,motion_detected,,,146,E1,,,,,,,,E1_motion,1
E1,sensor,146,plate_captured,2026-01-17 12:00:04,,,,plate_captured,,,146,E1,,,,,,,,E1_camera,BBB244
E1,actuator,146,turn_on,2026-01-17 12:00:05,,turn_on,,,146,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,146,E1_turn_on_alert_E2,2026-01-17 12:00:09,,,E1_turn_on_alert_E2,,,146,,,E1,E1,E2,,motion detected,,,,
E1,interaction,146,E1_turn_on_alert_W1,2026-01-17 12:00:10,,,E1_turn_on_alert_W1,,,146,,,E1,E1,W1,,motion detected,,,,
E1,interaction,147,E2_dim_alert_E1,2026-01-17 12:05:13,,,E2_dim_alert_E1,,,147,,,E1,E2,E1,,motion detected,,,,
E1,actuator,147,dim,2026-01-17 12:05:15,,dim,,,147,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,148,motion_detected,2026-01-17 14:00:00,,,,motion_detected,,,148,E1,,,,,,,,E1_motion,1
E1,sensor,148,plate_captured,2026-01-17 14:00:03,,,,plate_captured,,,148,E1,,,,,,,,E1_camera,BBB245
E1,interaction,149,E1_turn_on_alert_E2,2026-01-17 14:00:09,,,E1_turn_on_alert_E2,,,149,,,E1,E1,E2,,motion detected,,,,
E1,interaction,149,E1_turn_on_alert_W1,2026-01-17 14:00:11,,,E1_turn_on_alert_W1,,,149,,,E1,E1,W1,,motion detected,,,,
E1,interaction,150,E2_dim_alert_E1,2026-01-17 14:05:19,,,E2_dim_alert_E1,,,150,,,E1,E2,E1,,motion detected,,,,
E1,actuator,150,dim,2026-01-17 14:05:21,,dim,,,150,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,151,motion_detected,2026-01-17 16:00:00,,,,motion_detected,,,151,E1,,,,,,,,E1_motion,1
E1,sensor,151,plate_captured,2026-01-17 16:00:01,,,,plate_captured,,,151,E1,,,,,,,,E1_camera,BBB246
E1,actuator,151,turn_on,2026-01-17 16:00:02,,turn_on,,,151,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,151,E1_turn_on_alert_E2,2026-01-17 16:00:06,,,E1_turn_on_alert_E2,,,151,,,E1,E1,E2,,motion detected,,,,
E1,interaction,151,E1_turn_on_alert_W1,2026-01-17 16:00:07,,,E1_turn_on_alert_W1,,,151,,,E1,E1,W1,,motion detected,,,,
E1,interaction,152,E2_dim_alert_E1,2026-01-17 16:05:09,,,E2_dim_alert_E1,,,152,,,E1,E2,E1,,motion detected,,,,
E1,actuator,152,dim,2026-01-17 16:05:12,,dim,,,152,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,153,motion_detected,2026-01-17 18:00:00,,,,motion_detected,,,153,E1,,,,,,,,E1_motion,1
E1,sensor,153,plate_captured,2026-01-17 18:00:02,,,,plate_captured,,,153,E1,,,,,,,,E1_camera,BBB247
E1,actuator,153,turn_on,2026-01-17 18:00:03,,turn_on,,,153,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,153,E1_turn_on_alert_E2,2026-01-17 18:00:05,,,E1_turn_on_alert_E2,,,153,,,E1,E1,E2,,motion detected,,,,
E1,interaction,153,E1_turn_on_alert_W1,2026-01-17 18:00:08,,,E1_turn_on_alert_W1,,,153,,,E1,E1,W1,,motion detected,,,,
E1,interaction,154,E2_dim_alert_E1,2026-01-17 18:05:16,,,E2_dim_alert_E1,,,154,,,E1,E2,E1,,motion detected,,,,
E1,actuator,154,dim,2026-01-17 18:05:17,,dim,,,154,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,155,motion_detected,2026-01-17 20:00:00,,,,motion_detected,,,155,E1,,,,,,,,E1_motion,1
E1,sensor,155,plate_captured,2026-01-17 20:00:03,,,,plate_captured,,,155,E1,,,,,,,,E1_camera,BBB248
E1,actuator,155,turn_on,2026-01-17 20:00:06,,turn_on,,,155,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,155,E1_turn_on_alert_E2,2026-01-17 20:00:08,,,E1_turn_on_alert_E2,,,155,,,E1,E1,E2,,motion detected,,,,
E1,interaction,155,E1_turn_on_alert_W1,2026-01-17 20:00:10,,,E1_turn_on_alert_W1,,,155,,,E1,E1,W1,,motion detected,,,,
E1,interaction,156,E2_dim_alert_E1,2026-01-17 20:05:14,,,E2_dim_alert_E1,,,156,,,E1,E2,E1,,motion detected,,,,
E1,actuator,156,dim,2026-01-17 20:05:16,,dim,,,156,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,157,motion_detected,2026-01-17 22:00:00,,,,motion_detected,,,157,E1,,,,,,,,E1_motion,1
E1,sensor,157,plate_captured,2026-01-17 22:00:03,,,,plate_captured,,,157,E1,,,,,,,,E1_camera,BBB249
E1,actuator,157,turn_on,2026-01-17 22:00:05,,turn_on,,,157,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,157,E1_turn_on_alert_E2,2026-01-17 22:00:07,,,E1_turn_on_alert_E2,,,157,,,E1,E1,E2,,motion detected,,,,
E1,interaction,157,E1_turn_on_alert_W1,2026-01-17 22:00:10,,,E1_turn_on_alert_W1,,,157,,,E1,E1,W1,,motion detected,,,,
E1,interaction,158,E2_dim_alert_E1,2026-01-17 22:05:22,,,E2_dim_alert_E1,,,158,,,E1,E2,E1,,motion detected,,,,
E1,actuator,158,dim,2026-01-17 22:05:26,,dim,,,158,,,E1,,,,E1_light,,dimmed,ON,,
E1,sensor,159,plate_captured,2026-01-18 00:00:01,,,,plate_captured,,,159,E1,,,,,,,,E1_camera,BBB250
E1,actuator,159,turn_on,2026-01-18 00:00:03,,turn_on,,,159,,,E1,,,,E1_light,,ON,dimmed,,
E1,interaction,159,E1_turn_on_alert_E2,2026-01-18 00:00:05,,,E1_turn_on_alert_E2,,,159,,,E1,E1,E2,,motion detected,,,,
E1,interaction,159,E1_turn_on_alert_W1,2026-01-18 00:00:07,,,E1_turn_on_alert_W1,,,159,,,E1,E1,W1,,motion detected,,,,
E1,interaction,160,E2_dim_alert_E1,2026-01-18 00:05:17,,,E2_dim_alert_E1,,,160,,,E1,E2,E1,,motion detected,,,,
