type,sid,id,m,val,t,d,d_s,d_t,i_c,cmd,m_i,d_p
interaction,,,,,2026-01-14 12:05:14,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-14 12:05:17,E1,,,,,,
interaction,,,,,2026-01-14 12:05:19,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 12:05:23,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-14 14:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB209,2026-01-14 14:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-14 14:00:06,E1,,,,,,
interaction,,,,,2026-01-14 14:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 14:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,W1
interaction,,,,,2026-01-14 14:00:17,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-14 14:00:21,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-14 14:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB209,2026-01-14 14:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-14 14:05:04,E2,,,,,,
interaction,,,,,2026-01-14 14:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 14:05:07,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 14:05:08,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 14:05:12,W1,,,,,,
interaction,,,,,2026-01-14 14:05:16,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-14 14:05:17,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-14 16:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB210,2026-01-14 16:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-14 16:00:05,E1,,,,,,
interaction,,,,,2026-01-14 16:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 16:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 16:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-14 16:00:15,E2,,,,,,
interaction,,,,,2026-01-14 16:00:19,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-14 16:00:20,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-14 16:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB210,2026-01-14 16:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-14 16:05:07,E2,,,,,,
interaction,,,,,2026-01-14 16:05:15,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 16:05:16,,E2,E1,MQTT,dim_alert,motion detected,E1
interaction,,,,,2026-01-14 16:05:22,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 16:05:25,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-14 18:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB211,2026-01-14 18:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-14 18:00:04,E1,,,,,,
interaction,,,,,2026-01-14 18:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 18:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 18:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-14 18:00:12,W1,,,,,,
interaction,,,,,2026-01-14 18:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-14 18:00:16,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-14 18:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB211,2026-01-14 18:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-14 18:05:06,E2,,,,,,
interaction,,,,,2026-01-14 18:05:10,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 18:05:14,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 18:05:17,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 18:05:18,W1,,,,,,
interaction,,,,,2026-01-14 18:05:22,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-14 18:05:23,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-14 20:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB212,2026-01-14 20:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-14 20:00:02,E1,,,,,,
interaction,,,,,2026-01-14 20:00:04,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-14 20:00:07,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-14 20:00:10,E2,,,,,,
interaction,,,,,2026-01-14 20:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-14 20:00:13,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-14 20:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB212,2026-01-14 20:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-14 20:05:05,E2,,,,,,
interaction,,,,,2026-01-14 20:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 20:05:10,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 20:05:12,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-14 20:05:15,E1,,,,,,
interaction,,,,,2026-01-14 20:05:18,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 20:05:21,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-14 22:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB213,2026-01-14 22:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-14 22:00:07,E1,,,,,,
interaction,,,,,2026-01-14 22:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,E1
actuator,,W1_light,turn_on,,2026-01-14 22:00:19,W1,,,,,,
interaction,,,,,2026-01-14 22:00:23,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-14 22:00:27,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-14 22:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB213,2026-01-14 22:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-14 22:05:03,E2,,,,,,
interaction,,,,,2026-01-14 22:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 22:05:05,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-14 22:05:07,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-14 22:05:09,W1,,,,,,
interaction,,,,,2026-01-14 22:05:10,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-14 22:05:11,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 00:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB214,2026-01-15 00:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 00:00:04,E1,,,,,,
interaction,,,,,2026-01-15 00:00:05,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 00:00:08,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 00:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 00:00:13,E2,,,,,,
interaction,,,,,2026-01-15 00:00:14,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 00:00:15,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 00:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB214,2026-01-15 00:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 00:05:05,E2,,,,,,
interaction,,,,,2026-01-15 00:05:12,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 00:05:13,E1,,,,,,
interaction,,,,,2026-01-15 00:05:16,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 00:05:19,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 02:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB215,2026-01-15 02:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 02:00:05,E1,,,,,,
interaction,,,,,2026-01-15 02:00:06,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 02:00:07,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 02:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 02:00:12,W1,,,,,,
interaction,,,,,2026-01-15 02:00:15,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 02:00:18,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 02:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB215,2026-01-15 02:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 02:05:07,E2,,,,,,
interaction,,,,,2026-01-15 02:05:11,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 02:05:15,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 02:05:17,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 02:05:19,W1,,,,,,
interaction,,,,,2026-01-15 02:05:21,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 02:05:23,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 04:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB216,2026-01-15 04:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 04:00:07,E1,,,,,,
interaction,,,,,2026-01-15 04:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 04:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 04:00:15,E2,,,,,,
interaction,,,,,2026-01-15 04:00:18,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 04:00:19,W1,,,,,,
sensor,E2_camera,,plate_captured,BBB216,2026-01-15 04:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 04:05:03,E2,,,,,,
interaction,,,,,2026-01-15 04:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 04:05:10,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 04:05:11,E1,,,,,,
interaction,,,,,2026-01-15 04:05:12,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 04:05:15,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 06:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB217,2026-01-15 06:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 06:00:08,E1,,,,,,
interaction,,,,,2026-01-15 06:00:10,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 06:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 06:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 06:00:14,W1,,,,,,
actuator,,E2_light,turn_on,,2026-01-15 06:00:20,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 06:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB217,2026-01-15 06:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 06:05:06,E2,,,,,,
interaction,,,,,2026-01-15 06:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 06:05:13,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 06:05:15,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 06:05:16,W1,,,,,,
interaction,,,,,2026-01-15 06:05:20,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 06:05:24,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 08:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB218,2026-01-15 08:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 08:00:04,E1,,,,,,
interaction,,,,,2026-01-15 08:00:06,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 08:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 08:00:13,E2,,,,,,
interaction,,,,,2026-01-15 08:00:14,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 08:00:15,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 08:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB218,2026-01-15 08:05:03,E2,,,,,,
interaction,,,,,2026-01-15 08:05:05,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 08:05:11,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 08:05:14,E1,,,,,,
interaction,,,,,2026-01-15 08:05:15,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 08:05:18,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 10:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB219,2026-01-15 10:00:02,E1,,,,,,
interaction,,,,,2026-01-15 10:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 10:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 10:00:16,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 10:00:17,W1,,,,,,
interaction,,,,,2026-01-15 10:00:20,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 10:00:23,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 10:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB219,2026-01-15 10:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 10:05:06,E2,,,,,,
interaction,,,,,2026-01-15 10:05:10,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 10:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 10:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 10:05:17,W1,,,,,,
interaction,,,,,2026-01-15 10:05:19,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 10:05:21,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB220,2026-01-15 12:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 12:00:08,E1,,,,,,
interaction,,,,,2026-01-15 12:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 12:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 12:00:12,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 12:00:13,E2,,,,,,
interaction,,,,,2026-01-15 12:00:16,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 12:00:20,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 12:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB220,2026-01-15 12:05:03,E2,,,,,,
interaction,,,,,2026-01-15 12:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 12:05:17,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 12:05:20,E1,,,,,,
interaction,,,,,2026-01-15 12:05:23,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 12:05:24,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 14:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB221,2026-01-15 14:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 14:00:07,E1,,,,,,
interaction,,,,,2026-01-15 14:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 14:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 14:00:17,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 14:00:18,W1,,,,,,
actuator,,E2_light,turn_on,,2026-01-15 14:00:23,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 14:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB221,2026-01-15 14:05:04,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 14:05:07,E2,,,,,,
interaction,,,,,2026-01-15 14:05:13,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 14:05:14,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 14:05:15,W1,,,,,,
interaction,,,,,2026-01-15 14:05:17,,E2,E1,MQTT,dim_alert,motion detected,E1
sensor,E1_motion,,motion_detected,1,2026-01-15 16:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB222,2026-01-15 16:00:01,E1,,,,,,
interaction,,,,,2026-01-15 16:00:06,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 16:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 16:00:12,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 16:00:13,E2,,,,,,
actuator,,W1_light,turn_on,,2026-01-15 16:00:18,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 16:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB222,2026-01-15 16:05:02,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 16:05:03,E2,,,,,,
interaction,,,,,2026-01-15 16:05:06,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 16:05:11,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 16:05:12,E1,,,,,,
interaction,,,,,2026-01-15 16:05:15,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 16:05:19,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 18:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB223,2026-01-15 18:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 18:00:05,E1,,,,,,
interaction,,,,,2026-01-15 18:00:06,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 18:00:10,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 18:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 18:00:15,W1,,,,,,
interaction,,,,,2026-01-15 18:00:16,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 18:00:17,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 18:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB223,2026-01-15 18:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 18:05:03,E2,,,,,,
interaction,,,,,2026-01-15 18:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 18:05:07,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 18:05:08,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 18:05:11,W1,,,,,,
interaction,,,,,2026-01-15 18:05:15,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 18:05:16,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 20:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB224,2026-01-15 20:00:01,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 20:00:02,E1,,,,,,
interaction,,,,,2026-01-15 20:00:05,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 20:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 20:00:12,E2,,,,,,
interaction,,,,,2026-01-15 20:00:15,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 20:00:18,W1,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 20:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB224,2026-01-15 20:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 20:05:07,E2,,,,,,
interaction,,,,,2026-01-15 20:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 20:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 20:05:16,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 20:05:17,E1,,,,,,
interaction,,,,,2026-01-15 20:05:18,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 20:05:21,W1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-15 22:00:00,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-15 22:00:08,E1,,,,,,
interaction,,,,,2026-01-15 22:00:12,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 22:00:15,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-15 22:00:17,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-15 22:00:20,W1,,,,,,
interaction,,,,,2026-01-15 22:00:22,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-15 22:00:26,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-15 22:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB225,2026-01-15 22:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-15 22:05:06,E2,,,,,,
interaction,,,,,2026-01-15 22:05:07,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 22:05:09,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-15 22:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-15 22:05:16,W1,,,,,,
interaction,,,,,2026-01-15 22:05:19,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-15 22:05:20,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 00:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB226,2026-01-16 00:00:04,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 00:00:08,E1,,,,,,
interaction,,,,,2026-01-16 00:00:11,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 00:00:13,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 00:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
interaction,,,,,2026-01-16 00:00:19,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 00:00:20,W1,,,,,,
sensor,E2_camera,,plate_captured,BBB226,2026-01-16 00:05:01,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 00:05:02,E2,,,,,,
interaction,,,,,2026-01-16 00:05:04,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 00:05:08,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 00:05:10,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 00:05:12,E1,,,,,,
interaction,,,,,2026-01-16 00:05:13,,E2,W1,MQTT,dim_alert,motion detected,W1
sensor,E1_motion,,motion_detected,1,2026-01-16 02:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB227,2026-01-16 02:00:02,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 02:00:06,E1,,,,,,
interaction,,,,,2026-01-16 02:00:08,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 02:00:09,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 02:00:12,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 02:00:13,W1,,,,,,
interaction,,,,,2026-01-16 02:00:14,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 02:00:15,E2,,,,,,
sensor,E2_motion,,motion_detected,1,2026-01-16 02:05:00,E2,,,,,,
sensor,E2_camera,,plate_captured,BBB227,2026-01-16 02:05:03,E2,,,,,,
actuator,,E2_light,dim,,2026-01-16 02:05:06,E2,,,,,,
interaction,,,,,2026-01-16 02:05:09,,E2,E1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 02:05:12,,E2,W1,MQTT,dim_alert,motion detected,E2
interaction,,,,,2026-01-16 02:05:16,,E2,W1,MQTT,dim_alert,motion detected,W1
actuator,,W1_light,dim,,2026-01-16 02:05:17,W1,,,,,,
interaction,,,,,2026-01-16 02:05:20,,E2,E1,MQTT,dim_alert,motion detected,E1
actuator,,E1_light,dim,,2026-01-16 02:05:21,E1,,,,,,
sensor,E1_motion,,motion_detected,1,2026-01-16 04:00:00,E1,,,,,,
sensor,E1_camera,,plate_captured,BBB228,2026-01-16 04:00:03,E1,,,,,,
actuator,,E1_light,turn_on,,2026-01-16 04:00:06,E1,,,,,,
interaction,,,,,2026-01-16 04:00:09,,E1,E2,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 04:00:11,,E1,W1,MQTT,turn_on_alert,motion detected,E1
interaction,,,,,2026-01-16 04:00:13,,E1,E2,MQTT,turn_on_alert,motion detected,E2
actuator,,E2_light,turn_on,,2026-01-16 04:00:15,E2,,,,,,
interaction,,,,,2026-01-16 04:00:16,,E1,W1,MQTT,turn_on_alert,motion detected,W1
actuator,,W1_light,turn_on,,2026-01-16 04:00:17,W1,,,,,,
