val,d_s,m_i,a_s,a_i,s_post,c_s,device,a,sid,c,c_a,t,a_cmd,s_pre,id,d_p,type,c_i,d_t,d
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,234,,2026-01-15 06:05:11,,,,E2,interaction,234,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,235,,2026-01-15 08:00:15,,,,E2,interaction,235,E2,
,,,,,ON,,E2,turn_on,,235,235,2026-01-15 08:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,236,E2,motion_detected,E2_motion,236,,2026-01-15 08:05:00,,,,,sensor,,,E2
BBB218,,,plate_captured,,,236,E2,plate_captured,E2_camera,236,,2026-01-15 08:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,236,236,2026-01-15 08:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,236,,2026-01-15 08:05:08,,,,E2,interaction,236,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,236,,2026-01-15 08:05:12,,,,E2,interaction,236,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,237,,2026-01-15 10:00:16,,,,E2,interaction,237,E2,
,,,,,ON,,E2,turn_on,,237,237,2026-01-15 10:00:17,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,238,E2,motion_detected,E2_motion,238,,2026-01-15 10:05:00,,,,,sensor,,,E2
BBB219,,,plate_captured,,,238,E2,plate_captured,E2_camera,238,,2026-01-15 10:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,238,238,2026-01-15 10:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,238,,2026-01-15 10:05:09,,,,E2,interaction,238,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,238,,2026-01-15 10:05:11,,,,E2,interaction,238,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,239,,2026-01-15 12:00:21,,,,E2,interaction,239,E2,
,,,,,ON,,E2,turn_on,,239,239,2026-01-15 12:00:25,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,240,E2,motion_detected,E2_motion,240,,2026-01-15 12:05:00,,,,,sensor,,,E2
BBB220,,,plate_captured,,,240,E2,plate_captured,E2_camera,240,,2026-01-15 12:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,240,240,2026-01-15 12:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,240,,2026-01-15 12:05:04,,,,E2,interaction,240,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,240,,2026-01-15 12:05:08,,,,E2,interaction,240,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,241,,2026-01-15 14:00:18,,,,E2,interaction,241,E2,
,,,,,ON,,E2,turn_on,,241,241,2026-01-15 14:00:19,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,242,E2,motion_detected,E2_motion,242,,2026-01-15 14:05:00,,,,,sensor,,,E2
BBB221,,,plate_captured,,,242,E2,plate_captured,E2_camera,242,,2026-01-15 14:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,242,242,2026-01-15 14:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,242,,2026-01-15 14:05:04,,,,E2,interaction,242,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,242,,2026-01-15 14:05:05,,,,E2,interaction,242,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,243,,2026-01-15 16:00:15,,,,E2,interaction,243,E2,
,,,,,ON,,E2,turn_on,,243,243,2026-01-15 16:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,244,E2,motion_detected,E2_motion,244,,2026-01-15 16:05:00,,,,,sensor,,,E2
BBB222,,,plate_captured,,,244,E2,plate_captured,E2_camera,244,,2026-01-15 16:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,244,244,2026-01-15 16:05:02,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,244,,2026-01-15 16:05:03,,,,E2,interaction,244,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,244,,2026-01-15 16:05:04,,,,E2,interaction,244,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,245,,2026-01-15 18:00:16,,,,E2,interaction,245,E2,
,,,,,ON,,E2,turn_on,,245,245,2026-01-15 18:00:18,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,246,E2,motion_detected,E2_motion,246,,2026-01-15 18:05:00,,,,,sensor,,,E2
BBB223,,,plate_captured,,,246,E2,plate_captured,E2_camera,246,,2026-01-15 18:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,246,246,2026-01-15 18:05:06,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,246,,2026-01-15 18:05:10,,,,E2,interaction,246,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,246,,2026-01-15 18:05:11,,,,E2,interaction,246,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,247,,2026-01-15 20:00:21,,,,E2,interaction,247,E2,
,,,,,ON,,E2,turn_on,,247,247,2026-01-15 20:00:25,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,248,E2,motion_detected,E2_motion,248,,2026-01-15 20:05:00,,,,,sensor,,,E2
BBB224,,,plate_captured,,,248,E2,plate_captured,E2_camera,248,,2026-01-15 20:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,248,248,2026-01-15 20:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,248,,2026-01-15 20:05:10,,,,E2,interaction,248,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,248,,2026-01-15 20:05:13,,,,E2,interaction,248,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,249,,2026-01-15 22:00:20,,,,E2,interaction,249,E2,
,,,,,ON,,E2,turn_on,,249,249,2026-01-15 22:00:21,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,250,E2,motion_detected,E2_motion,250,,2026-01-15 22:05:00,,,,,sensor,,,E2
BBB225,,,plate_captured,,,250,E2,plate_captured,E2_camera,250,,2026-01-15 22:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,250,250,2026-01-15 22:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,250,,2026-01-15 22:05:08,,,,E2,interaction,250,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,250,,2026-01-15 22:05:09,,,,E2,interaction,250,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,251,,2026-01-16 00:00:20,,,,E2,interaction,251,E2,
,,,,,ON,,E2,turn_on,,251,251,2026-01-16 00:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,252,E2,motion_detected,E2_motion,252,,2026-01-16 00:05:00,,,,,sensor,,,E2
BBB226,,,plate_captured,,,252,E2,plate_captured,E2_camera,252,,2026-01-16 00:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,252,252,2026-01-16 00:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,252,,2026-01-16 00:05:05,,,,E2,interaction,252,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,252,,2026-01-16 00:05:06,,,,E2,interaction,252,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,253,,2026-01-16 02:00:21,,,,E2,interaction,253,E2,
,,,,,ON,,E2,turn_on,,253,253,2026-01-16 02:00:23,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,254,E2,motion_detected,E2_motion,254,,2026-01-16 02:05:00,,,,,sensor,,,E2
BBB227,,,plate_captured,,,254,E2,plate_captured,E2_camera,254,,2026-01-16 02:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,254,254,2026-01-16 02:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,254,,2026-01-16 02:05:09,,,,E2,interaction,254,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,254,,2026-01-16 02:05:13,,,,E2,interaction,254,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,255,,2026-01-16 04:00:18,,,,E2,interaction,255,E2,
,,,,,ON,,E2,turn_on,,255,255,2026-01-16 04:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,256,E2,motion_detected,E2_motion,256,,2026-01-16 04:05:00,,,,,sensor,,,E2
BBB228,,,plate_captured,,,256,E2,plate_captured,E2_camera,256,,2026-01-16 04:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,256,256,2026-01-16 04:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,256,,2026-01-16 04:05:10,,,,E2,interaction,256,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,256,,2026-01-16 04:05:12,,,,E2,interaction,256,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,257,,2026-01-16 06:00:15,,,,E2,interaction,257,E2,
,,,,,ON,,E2,turn_on,,257,257,2026-01-16 06:00:18,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,258,E2,motion_detected,E2_motion,258,,2026-01-16 06:05:00,,,,,sensor,,,E2
BBB229,,,plate_captured,,,258,E2,plate_captured,E2_camera,258,,2026-01-16 06:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,258,258,2026-01-16 06:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,258,,2026-01-16 06:05:09,,,,E2,interaction,258,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,258,,2026-01-16 06:05:13,,,,E2,interaction,258,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,259,,2026-01-16 08:00:21,,,,E2,interaction,259,E2,
,,,,,ON,,E2,turn_on,,259,259,2026-01-16 08:00:25,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,260,E2,motion_detected,E2_motion,260,,2026-01-16 08:05:00,,,,,sensor,,,E2
BBB230,,,plate_captured,,,260,E2,plate_captured,E2_camera,260,,2026-01-16 08:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,260,260,2026-01-16 08:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,260,,2026-01-16 08:05:09,,,,E2,interaction,260,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,260,,2026-01-16 08:05:10,,,,E2,interaction,260,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,261,,2026-01-16 10:00:17,,,,E2,interaction,261,E2,
,,,,,ON,,E2,turn_on,,261,261,2026-01-16 10:00:19,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,262,E2,motion_detected,E2_motion,262,,2026-01-16 10:05:00,,,,,sensor,,,E2
BBB231,,,plate_captured,,,262,E2,plate_captured,E2_camera,262,,2026-01-16 10:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,262,262,2026-01-16 10:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,262,,2026-01-16 10:05:07,,,,E2,interaction,262,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,262,,2026-01-16 10:05:09,,,,E2,interaction,262,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,263,,2026-01-16 12:00:20,,,,E2,interaction,263,E2,
,,,,,ON,,E2,turn_on,,263,263,2026-01-16 12:00:24,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,264,E2,motion_detected,E2_motion,264,,2026-01-16 12:05:00,,,,,sensor,,,E2
BBB232,,,plate_captured,,,264,E2,plate_captured,E2_camera,264,,2026-01-16 12:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,264,264,2026-01-16 12:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,264,,2026-01-16 12:05:04,,,,E2,interaction,264,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,264,,2026-01-16 12:05:05,,,,E2,interaction,264,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,265,,2026-01-16 14:00:20,,,,E2,interaction,265,E2,
,,,,,ON,,E2,turn_on,,265,265,2026-01-16 14:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,266,E2,motion_detected,E2_motion,266,,2026-01-16 14:05:00,,,,,sensor,,,E2
BBB233,,,plate_captured,,,266,E2,plate_captured,E2_camera,266,,2026-01-16 14:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,266,266,2026-01-16 14:05:03,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,266,,2026-01-16 14:05:04,,,,E2,interaction,266,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,266,,2026-01-16 14:05:05,,,,E2,interaction,266,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,267,,2026-01-16 16:00:21,,,,E2,interaction,267,E2,
,,,,,ON,,E2,turn_on,,267,267,2026-01-16 16:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,268,E2,motion_detected,E2_motion,268,,2026-01-16 16:05:00,,,,,sensor,,,E2
BBB234,,,plate_captured,,,268,E2,plate_captured,E2_camera,268,,2026-01-16 16:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,268,268,2026-01-16 16:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,268,,2026-01-16 16:05:09,,,,E2,interaction,268,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,268,,2026-01-16 16:05:12,,,,E2,interaction,268,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,269,,2026-01-16 18:00:13,,,,E2,interaction,269,E2,
,,,,,ON,,E2,turn_on,,269,269,2026-01-16 18:00:16,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,270,E2,motion_detected,E2_motion,270,,2026-01-16 18:05:00,,,,,sensor,,,E2
BBB235,,,plate_captured,,,270,E2,plate_captured,E2_camera,270,,2026-01-16 18:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,270,270,2026-01-16 18:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,270,,2026-01-16 18:05:08,,,,E2,interaction,270,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,270,,2026-01-16 18:05:10,,,,E2,interaction,270,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,271,,2026-01-16 20:00:18,,,,E2,interaction,271,E2,
,,,,,ON,,E2,turn_on,,271,271,2026-01-16 20:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,272,E2,motion_detected,E2_motion,272,,2026-01-16 20:05:00,,,,,sensor,,,E2
BBB236,,,plate_captured,,,272,E2,plate_captured,E2_camera,272,,2026-01-16 20:05:03,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,272,272,2026-01-16 20:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,272,,2026-01-16 20:05:11,,,,E2,interaction,272,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,272,,2026-01-16 20:05:14,,,,E2,interaction,272,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,273,,2026-01-16 22:00:20,,,,E2,interaction,273,E2,
,,,,,ON,,E2,turn_on,,273,273,2026-01-16 22:00:23,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,274,E2,motion_detected,E2_motion,274,,2026-01-16 22:05:00,,,,,sensor,,,E2
BBB237,,,plate_captured,,,274,E2,plate_captured,E2_camera,274,,2026-01-16 22:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,274,274,2026-01-16 22:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,274,,2026-01-16 22:05:09,,,,E2,interaction,274,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,274,,2026-01-16 22:05:11,,,,E2,interaction,274,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,275,,2026-01-17 00:00:20,,,,E2,interaction,275,E2,
,,,,,ON,,E2,turn_on,,275,275,2026-01-17 00:00:23,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,276,E2,motion_detected,E2_motion,276,,2026-01-17 00:05:00,,,,,sensor,,,E2
BBB238,,,plate_captured,,,276,E2,plate_captured,E2_camera,276,,2026-01-17 00:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,276,276,2026-01-17 00:05:07,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,276,,2026-01-17 00:05:11,,,,E2,interaction,276,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,276,,2026-01-17 00:05:12,,,,E2,interaction,276,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,277,,2026-01-17 02:00:21,,,,E2,interaction,277,E2,
,,,,,ON,,E2,turn_on,,277,277,2026-01-17 02:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,278,E2,motion_detected,E2_motion,278,,2026-01-17 02:05:00,,,,,sensor,,,E2
BBB239,,,plate_captured,,,278,E2,plate_captured,E2_camera,278,,2026-01-17 02:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,278,278,2026-01-17 02:05:05,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,278,,2026-01-17 02:05:09,,,,E2,interaction,278,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,278,,2026-01-17 02:05:11,,,,E2,interaction,278,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,279,,2026-01-17 04:00:19,,,,E2,interaction,279,E2,
,,,,,ON,,E2,turn_on,,279,279,2026-01-17 04:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,280,E2,motion_detected,E2_motion,280,,2026-01-17 04:05:00,,,,,sensor,,,E2
BBB240,,,plate_captured,,,280,E2,plate_captured,E2_camera,280,,2026-01-17 04:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,280,280,2026-01-17 04:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,280,,2026-01-17 04:05:10,,,,E2,interaction,280,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,280,,2026-01-17 04:05:11,,,,E2,interaction,280,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,281,,2026-01-17 06:00:18,,,,E2,interaction,281,E2,
,,,,,ON,,E2,turn_on,,281,281,2026-01-17 06:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,282,E2,motion_detected,E2_motion,282,,2026-01-17 06:05:00,,,,,sensor,,,E2
BBB241,,,plate_captured,,,282,E2,plate_captured,E2_camera,282,,2026-01-17 06:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,282,282,2026-01-17 06:05:06,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,282,,2026-01-17 06:05:10,,,,E2,interaction,282,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,282,,2026-01-17 06:05:12,,,,E2,interaction,282,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,283,,2026-01-17 08:00:12,,,,E2,interaction,283,E2,
,,,,,ON,,E2,turn_on,,283,283,2026-01-17 08:00:13,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,284,E2,motion_detected,E2_motion,284,,2026-01-17 08:05:00,,,,,sensor,,,E2
BBB242,,,plate_captured,,,284,E2,plate_captured,E2_camera,284,,2026-01-17 08:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,284,284,2026-01-17 08:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,284,,2026-01-17 08:05:09,,,,E2,interaction,284,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,284,,2026-01-17 08:05:12,,,,E2,interaction,284,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,285,,2026-01-17 10:00:21,,,,E2,interaction,285,E2,
,,,,,ON,,E2,turn_on,,285,285,2026-01-17 10:00:22,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,286,E2,motion_detected,E2_motion,286,,2026-01-17 10:05:00,,,,,sensor,,,E2
BBB243,,,plate_captured,,,286,E2,plate_captured,E2_camera,286,,2026-01-17 10:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,286,286,2026-01-17 10:05:06,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,286,,2026-01-17 10:05:08,,,,E2,interaction,286,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,286,,2026-01-17 10:05:12,,,,E2,interaction,286,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,287,,2026-01-17 12:00:17,,,,E2,interaction,287,E2,
,,,,,ON,,E2,turn_on,,287,287,2026-01-17 12:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,288,E2,motion_detected,E2_motion,288,,2026-01-17 12:05:00,,,,,sensor,,,E2
BBB244,,,plate_captured,,,288,E2,plate_captured,E2_camera,288,,2026-01-17 12:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,288,288,2026-01-17 12:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,288,,2026-01-17 12:05:06,,,,E2,interaction,288,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,288,,2026-01-17 12:05:10,,,,E2,interaction,288,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,289,,2026-01-17 14:00:13,,,,E2,interaction,289,E2,
,,,,,ON,,E2,turn_on,,289,289,2026-01-17 14:00:15,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,290,E2,motion_detected,E2_motion,290,,2026-01-17 14:05:00,,,,,sensor,,,E2
BBB245,,,plate_captured,,,290,E2,plate_captured,E2_camera,290,,2026-01-17 14:05:02,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,290,290,2026-01-17 14:05:04,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,290,,2026-01-17 14:05:08,,,,E2,interaction,290,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,290,,2026-01-17 14:05:10,,,,E2,interaction,290,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,291,,2026-01-17 16:00:15,,,,E2,interaction,291,E2,
,,,,,ON,,E2,turn_on,,291,291,2026-01-17 16:00:19,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,292,E2,motion_detected,E2_motion,292,,2026-01-17 16:05:00,,,,,sensor,,,E2
BBB246,,,plate_captured,,,292,E2,plate_captured,E2_camera,292,,2026-01-17 16:05:01,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,292,292,2026-01-17 16:05:02,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,292,,2026-01-17 16:05:03,,,,E2,interaction,292,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,292,,2026-01-17 16:05:05,,,,E2,interaction,292,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,293,,2026-01-17 18:00:17,,,,E2,interaction,293,E2,
,,,,,ON,,E2,turn_on,,293,293,2026-01-17 18:00:20,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,294,E2,motion_detected,E2_motion,294,,2026-01-17 18:05:00,,,,,sensor,,,E2
BBB247,,,plate_captured,,,294,E2,plate_captured,E2_camera,294,,2026-01-17 18:05:04,,,,,sensor,,,E2
,,,,,dimmed,,E2,dim,,294,294,2026-01-17 18:05:08,dim,ON,E2_light,,actuator,,,E2
,E2,motion detected,,E2_dim_alert_E1,,,E2,E2_dim_alert_E1,,294,,2026-01-17 18:05:09,,,,E2,interaction,294,E1,
,E2,motion detected,,E2_dim_alert_W1,,,E2,E2_dim_alert_W1,,294,,2026-01-17 18:05:11,,,,E2,interaction,294,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E2,E1_turn_on_alert_E2,,295,,2026-01-17 20:00:14,,,,E2,interaction,295,E2,
,,,,,ON,,E2,turn_on,,295,295,2026-01-17 20:00:18,turn_on,dimmed,E2_light,,actuator,,,E2
1,,,motion_detected,,,296,E2,motion_detected,E2_motion,296,,2026-01-17 20:05:00,,,,,sensor,,,E2
