val,d_s,m_i,a_s,a_i,s_post,c_s,device,a,sid,c,c_a,t,a_cmd,s_pre,id,d_p,type,c_i,d_t,d
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,84,,2026-01-15 06:00:07,,,,E1,interaction,84,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,84,,2026-01-15 06:00:09,,,,E1,interaction,84,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,85,,2026-01-15 06:05:14,,,,E1,interaction,85,E1,
,,,,,dimmed,,E1,dim,,85,85,2026-01-15 06:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,86,E1,motion_detected,E1_motion,86,,2026-01-15 08:00:00,,,,,sensor,,,E1
BBB218,,,plate_captured,,,86,E1,plate_captured,E1_camera,86,,2026-01-15 08:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,86,86,2026-01-15 08:00:02,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,86,,2026-01-15 08:00:05,,,,E1,interaction,86,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,86,,2026-01-15 08:00:07,,,,E1,interaction,86,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,87,,2026-01-15 08:05:15,,,,E1,interaction,87,E1,
,,,,,dimmed,,E1,dim,,87,87,2026-01-15 08:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,88,E1,motion_detected,E1_motion,88,,2026-01-15 10:00:00,,,,,sensor,,,E1
BBB219,,,plate_captured,,,88,E1,plate_captured,E1_camera,88,,2026-01-15 10:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,88,88,2026-01-15 10:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,88,,2026-01-15 10:00:07,,,,E1,interaction,88,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,88,,2026-01-15 10:00:11,,,,E1,interaction,88,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,89,,2026-01-15 10:05:15,,,,E1,interaction,89,E1,
,,,,,dimmed,,E1,dim,,89,89,2026-01-15 10:05:17,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,90,E1,motion_detected,E1_motion,90,,2026-01-15 12:00:00,,,,,sensor,,,E1
BBB220,,,plate_captured,,,90,E1,plate_captured,E1_camera,90,,2026-01-15 12:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,90,90,2026-01-15 12:00:08,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,90,,2026-01-15 12:00:12,,,,E1,interaction,90,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,90,,2026-01-15 12:00:14,,,,E1,interaction,90,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,91,,2026-01-15 12:05:10,,,,E1,interaction,91,E1,
,,,,,dimmed,,E1,dim,,91,91,2026-01-15 12:05:11,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,92,E1,motion_detected,E1_motion,92,,2026-01-15 14:00:00,,,,,sensor,,,E1
BBB221,,,plate_captured,,,92,E1,plate_captured,E1_camera,92,,2026-01-15 14:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,92,92,2026-01-15 14:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,92,,2026-01-15 14:00:09,,,,E1,interaction,92,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,92,,2026-01-15 14:00:10,,,,E1,interaction,92,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,93,,2026-01-15 14:05:08,,,,E1,interaction,93,E1,
,,,,,dimmed,,E1,dim,,93,93,2026-01-15 14:05:10,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,94,E1,motion_detected,E1_motion,94,,2026-01-15 16:00:00,,,,,sensor,,,E1
BBB222,,,plate_captured,,,94,E1,plate_captured,E1_camera,94,,2026-01-15 16:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,94,94,2026-01-15 16:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,94,,2026-01-15 16:00:08,,,,E1,interaction,94,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,94,,2026-01-15 16:00:12,,,,E1,interaction,94,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,95,,2026-01-15 16:05:07,,,,E1,interaction,95,E1,
,,,,,dimmed,,E1,dim,,95,95,2026-01-15 16:05:09,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,96,E1,motion_detected,E1_motion,96,,2026-01-15 18:00:00,,,,,sensor,,,E1
BBB223,,,plate_captured,,,96,E1,plate_captured,E1_camera,96,,2026-01-15 18:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,96,96,2026-01-15 18:00:05,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,96,,2026-01-15 18:00:09,,,,E1,interaction,96,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,96,,2026-01-15 18:00:12,,,,E1,interaction,96,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,97,,2026-01-15 18:05:14,,,,E1,interaction,97,E1,
,,,,,dimmed,,E1,dim,,97,97,2026-01-15 18:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,98,E1,motion_detected,E1_motion,98,,2026-01-15 20:00:00,,,,,sensor,,,E1
BBB224,,,plate_captured,,,98,E1,plate_captured,E1_camera,98,,2026-01-15 20:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,98,98,2026-01-15 20:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,98,,2026-01-15 20:00:08,,,,E1,interaction,98,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,98,,2026-01-15 20:00:11,,,,E1,interaction,98,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,99,,2026-01-15 20:05:16,,,,E1,interaction,99,E1,
,,,,,dimmed,,E1,dim,,99,99,2026-01-15 20:05:20,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,100,E1,motion_detected,E1_motion,100,,2026-01-15 22:00:00,,,,,sensor,,,E1
BBB225,,,plate_captured,,,100,E1,plate_captured,E1_camera,100,,2026-01-15 22:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,100,100,2026-01-15 22:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,100,,2026-01-15 22:00:07,,,,E1,interaction,100,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,100,,2026-01-15 22:00:10,,,,E1,interaction,100,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,101,,2026-01-15 22:05:10,,,,E1,interaction,101,E1,
,,,,,dimmed,,E1,dim,,101,101,2026-01-15 22:05:13,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,102,E1,motion_detected,E1_motion,102,,2026-01-16 00:00:00,,,,,sensor,,,E1
BBB226,,,plate_captured,,,102,E1,plate_captured,E1_camera,102,,2026-01-16 00:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,102,102,2026-01-16 00:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,102,,2026-01-16 00:00:07,,,,E1,interaction,102,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,102,,2026-01-16 00:00:08,,,,E1,interaction,102,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,103,,2026-01-16 00:05:08,,,,E1,interaction,103,E1,
,,,,,dimmed,,E1,dim,,103,103,2026-01-16 00:05:11,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,104,E1,motion_detected,E1_motion,104,,2026-01-16 02:00:00,,,,,sensor,,,E1
BBB227,,,plate_captured,,,104,E1,plate_captured,E1_camera,104,,2026-01-16 02:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,104,104,2026-01-16 02:00:05,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,104,,2026-01-16 02:00:06,,,,E1,interaction,104,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,104,,2026-01-16 02:00:10,,,,E1,interaction,104,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,105,,2026-01-16 02:05:17,,,,E1,interaction,105,E1,
,,,,,dimmed,,E1,dim,,105,105,2026-01-16 02:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,106,E1,motion_detected,E1_motion,106,,2026-01-16 04:00:00,,,,,sensor,,,E1
BBB228,,,plate_captured,,,106,E1,plate_captured,E1_camera,106,,2026-01-16 04:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,106,106,2026-01-16 04:00:07,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,106,,2026-01-16 04:00:09,,,,E1,interaction,106,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,106,,2026-01-16 04:00:12,,,,E1,interaction,106,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,107,,2026-01-16 04:05:13,,,,E1,interaction,107,E1,
,,,,,dimmed,,E1,dim,,107,107,2026-01-16 04:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,108,E1,motion_detected,E1_motion,108,,2026-01-16 06:00:00,,,,,sensor,,,E1
BBB229,,,plate_captured,,,108,E1,plate_captured,E1_camera,108,,2026-01-16 06:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,108,108,2026-01-16 06:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,108,,2026-01-16 06:00:06,,,,E1,interaction,108,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,108,,2026-01-16 06:00:10,,,,E1,interaction,108,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,109,,2026-01-16 06:05:16,,,,E1,interaction,109,E1,
,,,,,dimmed,,E1,dim,,109,109,2026-01-16 06:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,110,E1,motion_detected,E1_motion,110,,2026-01-16 08:00:00,,,,,sensor,,,E1
BBB230,,,plate_captured,,,110,E1,plate_captured,E1_camera,110,,2026-01-16 08:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,110,110,2026-01-16 08:00:07,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,110,,2026-01-16 08:00:11,,,,E1,interaction,110,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,110,,2026-01-16 08:00:12,,,,E1,interaction,110,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,111,,2026-01-16 08:05:13,,,,E1,interaction,111,E1,
,,,,,dimmed,,E1,dim,,111,111,2026-01-16 08:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,112,E1,motion_detected,E1_motion,112,,2026-01-16 10:00:00,,,,,sensor,,,E1
BBB231,,,plate_captured,,,112,E1,plate_captured,E1_camera,112,,2026-01-16 10:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,112,112,2026-01-16 10:00:05,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,112,,2026-01-16 10:00:06,,,,E1,interaction,112,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,112,,2026-01-16 10:00:09,,,,E1,interaction,112,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,113,,2026-01-16 10:05:13,,,,E1,interaction,113,E1,
,,,,,dimmed,,E1,dim,,113,113,2026-01-16 10:05:17,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,114,E1,motion_detected,E1_motion,114,,2026-01-16 12:00:00,,,,,sensor,,,E1
BBB232,,,plate_captured,,,114,E1,plate_captured,E1_camera,114,,2026-01-16 12:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,114,114,2026-01-16 12:00:07,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,114,,2026-01-16 12:00:09,,,,E1,interaction,114,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,114,,2026-01-16 12:00:10,,,,E1,interaction,114,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,115,,2026-01-16 12:05:09,,,,E1,interaction,115,E1,
,,,,,dimmed,,E1,dim,,115,115,2026-01-16 12:05:13,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,116,E1,motion_detected,E1_motion,116,,2026-01-16 14:00:00,,,,,sensor,,,E1
BBB233,,,plate_captured,,,116,E1,plate_captured,E1_camera,116,,2026-01-16 14:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,116,116,2026-01-16 14:00:08,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,116,,2026-01-16 14:00:09,,,,E1,interaction,116,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,116,,2026-01-16 14:00:12,,,,E1,interaction,116,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,117,,2026-01-16 14:05:06,,,,E1,interaction,117,E1,
,,,,,dimmed,,E1,dim,,117,117,2026-01-16 14:05:09,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,118,E1,motion_detected,E1_motion,118,,2026-01-16 16:00:00,,,,,sensor,,,E1
BBB234,,,plate_captured,,,118,E1,plate_captured,E1_camera,118,,2026-01-16 16:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,118,118,2026-01-16 16:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,118,,2026-01-16 16:00:09,,,,E1,interaction,118,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,118,,2026-01-16 16:00:11,,,,E1,interaction,118,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,119,,2026-01-16 16:05:16,,,,E1,interaction,119,E1,
,,,,,dimmed,,E1,dim,,119,119,2026-01-16 16:05:19,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,120,E1,motion_detected,E1_motion,120,,2026-01-16 18:00:00,,,,,sensor,,,E1
BBB235,,,plate_captured,,,120,E1,plate_captured,E1_camera,120,,2026-01-16 18:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,120,120,2026-01-16 18:00:02,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,120,,2026-01-16 18:00:04,,,,E1,interaction,120,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,120,,2026-01-16 18:00:05,,,,E1,interaction,120,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,121,,2026-01-16 18:05:11,,,,E1,interaction,121,E1,
,,,,,dimmed,,E1,dim,,121,121,2026-01-16 18:05:12,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,122,E1,motion_detected,E1_motion,122,,2026-01-16 20:00:00,,,,,sensor,,,E1
BBB236,,,plate_captured,,,122,E1,plate_captured,E1_camera,122,,2026-01-16 20:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,122,122,2026-01-16 20:00:02,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,122,,2026-01-16 20:00:06,,,,E1,interaction,122,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,122,,2026-01-16 20:00:07,,,,E1,interaction,122,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,123,,2026-01-16 20:05:16,,,,E1,interaction,123,E1,
,,,,,dimmed,,E1,dim,,123,123,2026-01-16 20:05:20,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,124,E1,motion_detected,E1_motion,124,,2026-01-16 22:00:00,,,,,sensor,,,E1
BBB237,,,plate_captured,,,124,E1,plate_captured,E1_camera,124,,2026-01-16 22:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,124,124,2026-01-16 22:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,124,,2026-01-16 22:00:10,,,,E1,interaction,124,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,124,,2026-01-16 22:00:14,,,,E1,interaction,124,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,125,,2026-01-16 22:05:12,,,,E1,interaction,125,E1,
,,,,,dimmed,,E1,dim,,125,125,2026-01-16 22:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,126,E1,motion_detected,E1_motion,126,,2026-01-17 00:00:00,,,,,sensor,,,E1
BBB238,,,plate_captured,,,126,E1,plate_captured,E1_camera,126,,2026-01-17 00:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,126,126,2026-01-17 00:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,126,,2026-01-17 00:00:09,,,,E1,interaction,126,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,126,,2026-01-17 00:00:13,,,,E1,interaction,126,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,127,,2026-01-17 00:05:14,,,,E1,interaction,127,E1,
,,,,,dimmed,,E1,dim,,127,127,2026-01-17 00:05:15,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,128,E1,motion_detected,E1_motion,128,,2026-01-17 02:00:00,,,,,sensor,,,E1
BBB239,,,plate_captured,,,128,E1,plate_captured,E1_camera,128,,2026-01-17 02:00:04,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,128,128,2026-01-17 02:00:05,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,128,,2026-01-17 02:00:08,,,,E1,interaction,128,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,128,,2026-01-17 02:00:12,,,,E1,interaction,128,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,129,,2026-01-17 02:05:12,,,,E1,interaction,129,E1,
,,,,,dimmed,,E1,dim,,129,129,2026-01-17 02:05:14,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,130,E1,motion_detected,E1_motion,130,,2026-01-17 04:00:00,,,,,sensor,,,E1
BBB240,,,plate_captured,,,130,E1,plate_captured,E1_camera,130,,2026-01-17 04:00:03,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,130,130,2026-01-17 04:00:07,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,130,,2026-01-17 04:00:10,,,,E1,interaction,130,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,130,,2026-01-17 04:00:14,,,,E1,interaction,130,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,131,,2026-01-17 04:05:14,,,,E1,interaction,131,E1,
,,,,,dimmed,,E1,dim,,131,131,2026-01-17 04:05:16,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,132,E1,motion_detected,E1_motion,132,,2026-01-17 06:00:00,,,,,sensor,,,E1
BBB241,,,plate_captured,,,132,E1,plate_captured,E1_camera,132,,2026-01-17 06:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,132,132,2026-01-17 06:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,132,,2026-01-17 06:00:07,,,,E1,interaction,132,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,132,,2026-01-17 06:00:10,,,,E1,interaction,132,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,133,,2026-01-17 06:05:16,,,,E1,interaction,133,E1,
,,,,,dimmed,,E1,dim,,133,133,2026-01-17 06:05:20,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,134,E1,motion_detected,E1_motion,134,,2026-01-17 08:00:00,,,,,sensor,,,E1
BBB242,,,plate_captured,,,134,E1,plate_captured,E1_camera,134,,2026-01-17 08:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,134,134,2026-01-17 08:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,134,,2026-01-17 08:00:08,,,,E1,interaction,134,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,134,,2026-01-17 08:00:09,,,,E1,interaction,134,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,135,,2026-01-17 08:05:14,,,,E1,interaction,135,E1,
,,,,,dimmed,,E1,dim,,135,135,2026-01-17 08:05:18,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,136,E1,motion_detected,E1_motion,136,,2026-01-17 10:00:00,,,,,sensor,,,E1
BBB243,,,plate_captured,,,136,E1,plate_captured,E1_camera,136,,2026-01-17 10:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,136,136,2026-01-17 10:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,136,,2026-01-17 10:00:09,,,,E1,interaction,136,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,136,,2026-01-17 10:00:13,,,,E1,interaction,136,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,137,,2026-01-17 10:05:13,,,,E1,interaction,137,E1,
,,,,,dimmed,,E1,dim,,137,137,2026-01-17 10:05:16,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,138,E1,motion_detected,E1_motion,138,,2026-01-17 12:00:00,,,,,sensor,,,E1
BBB244,,,plate_captured,,,138,E1,plate_captured,E1_camera,138,,2026-01-17 12:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,138,138,2026-01-17 12:00:04,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,138,,2026-01-17 12:00:05,,,,E1,interaction,138,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,138,,2026-01-17 12:00:09,,,,E1,interaction,138,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,139,,2026-01-17 12:05:11,,,,E1,interaction,139,E1,
,,,,,dimmed,,E1,dim,,139,139,2026-01-17 12:05:15,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,140,E1,motion_detected,E1_motion,140,,2026-01-17 14:00:00,,,,,sensor,,,E1
BBB245,,,plate_captured,,,140,E1,plate_captured,E1_camera,140,,2026-01-17 14:00:01,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,140,140,2026-01-17 14:00:02,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,140,,2026-01-17 14:00:06,,,,E1,interaction,140,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,140,,2026-01-17 14:00:07,,,,E1,interaction,140,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,141,,2026-01-17 14:05:11,,,,E1,interaction,141,E1,
,,,,,dimmed,,E1,dim,,141,141,2026-01-17 14:05:13,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,142,E1,motion_detected,E1_motion,142,,2026-01-17 16:00:00,,,,,sensor,,,E1
BBB246,,,plate_captured,,,142,E1,plate_captured,E1_camera,142,,2026-01-17 16:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,142,142,2026-01-17 16:00:03,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,142,,2026-01-17 16:00:05,,,,E1,interaction,142,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,142,,2026-01-17 16:00:06,,,,E1,interaction,142,E2,
,E2,motion detected,,E2_dim_alert_E1,,,E1,E2_dim_alert_E1,,143,,2026-01-17 16:05:06,,,,E1,interaction,143,E1,
,,,,,dimmed,,E1,dim,,143,143,2026-01-17 16:05:10,dim,ON,E1_light,,actuator,,,E1
1,,,motion_detected,,,144,E1,motion_detected,E1_motion,144,,2026-01-17 18:00:00,,,,,sensor,,,E1
BBB247,,,plate_captured,,,144,E1,plate_captured,E1_camera,144,,2026-01-17 18:00:02,,,,,sensor,,,E1
,,,,,ON,,E1,turn_on,,144,144,2026-01-17 18:00:06,turn_on,dimmed,E1_light,,actuator,,,E1
,E1,motion detected,,E1_turn_on_alert_W1,,,E1,E1_turn_on_alert_W1,,144,,2026-01-17 18:00:08,,,,E1,interaction,144,W1,
,E1,motion detected,,E1_turn_on_alert_E2,,,E1,E1_turn_on_alert_E2,,144,,2026-01-17 18:00:09,,,,E1,interaction,144,E2,
